Year,Topic,Geography,Category,Value,Unit
2004,Water_Source,South Africa,Water vendor,0.0,%
2004,Water_Source,South Africa,Well,120,thousands
2004,Water_Source,South Africa,Well,1.0,%
2003,Sanitation,South Africa,Bucket toilet,238909,count
2003,Sanitation,South Africa,Bucket toilet,2.1,%
2003,Sanitation,South Africa,Chemical toilet,42814,count
2003,Sanitation,South Africa,Chemical toilet,0.4,%
2003,Sanitation,South Africa,Flush toilet connected to public sewerage,6465242,count
2003,Sanitation,South Africa,Flush toilet connected to public sewerage,56.4,%
2003,Sanitation,South Africa,Flush toilet connected to septic tank,243155,count
2003,Sanitation,South Africa,Flush toilet connected to septic tank,2.1,%
2003,Sanitation,South Africa,None,1068674,count
2003,Sanitation,South Africa,None,9.3,%
2003,Sanitation,South Africa,Pit latrine with ventilation pipe,598532,count
2003,Sanitation,South Africa,Pit latrine with ventilation pipe,5.2,%
2003,Sanitation,South Africa,Pit latrine without ventilation pipe,2796479,count
2003,Sanitation,South Africa,Pit latrine without ventilation pipe,24.4,%
2003,Water_Source,South Africa,Borehole on site,294,thousands
2003,Water_Source,South Africa,Borehole on site,2.6,%
2003,Water_Source,South Africa,Borehole outside yard,269,thousands
2003,Water_Source,South Africa,Borehole outside yard,2.3,%
2003,Water_Source,South Africa,Flowing water/stream/river,551,thousands
2003,Water_Source,South Africa,Flowing water/stream/river,4.8,%
2003,Water_Source,South Africa,Municipal Water-carrier/tanker,67,thousands
2003,Water_Source,South Africa,Municipal Water-carrier/tanker,0.6,%
2003,Water_Source,South Africa,Neighbours tap,50,thousands
2003,Water_Source,South Africa,Neighbours tap,0.4,%
2003,Water_Source,South Africa,Other,31,thousands
2003,Water_Source,South Africa,Other,0.3,%
2003,Water_Source,South Africa,Piped (tap) water in dwelling,4666,thousands
2003,Water_Source,South Africa,Piped (tap) water in dwelling,40.7,%
2003,Water_Source,South Africa,Piped (tap) water on site or in yard,3250,thousands
2003,Water_Source,South Africa,Piped (tap) water on site or in yard,28.4,%
2003,Water_Source,South Africa,Public or communal tap,1706,thousands
2003,Water_Source,South Africa,Public or communal tap,14.9,%
2003,Water_Source,South Africa,Rain-water tank on site,92,thousands
2003,Water_Source,South Africa,Rain-water tank on site,0.8,%
2003,Water_Source,South Africa,Spring,272,thousands
2003,Water_Source,South Africa,Spring,2.4,%
2003,Water_Source,South Africa,Stagnant water/dam/pool,81,thousands
2003,Water_Source,South Africa,Stagnant water/dam/pool,0.7,%
2003,Water_Source,South Africa,Water vendor,0,thousands
2003,Water_Source,South Africa,Water vendor,0.0,%
2003,Water_Source,South Africa,Well,124,thousands
2003,Water_Source,South Africa,Well,1.1,%
2002,Sanitation,South Africa,Bucket toilet,278643,count
2002,Sanitation,South Africa,Bucket toilet,2.5,%
2002,Sanitation,South Africa,Chemical toilet,36752,count
2002,Sanitation,South Africa,Chemical toilet,0.3,%
2002,Sanitation,South Africa,Flush toilet connected to public sewerage,6196558,count
2002,Sanitation,South Africa,Flush toilet connected to public sewerage,55.4,%
2002,Sanitation,South Africa,Flush toilet connected to septic tank,212001,count
2002,Sanitation,South Africa,Flush toilet connected to septic tank,1.9,%
2002,Sanitation,South Africa,None,1125717,count
2002,Sanitation,South Africa,None,10.1,%
2002,Sanitation,South Africa,Pit latrine with ventilation pipe,488175,count
2002,Sanitation,South Africa,Pit latrine with ventilation pipe,4.4,%
2002,Sanitation,South Africa,Pit latrine without ventilation pipe,2846309,count
2002,Sanitation,South Africa,Pit latrine without ventilation pipe,25.4,%
2002,Water_Source,South Africa,Borehole on site,301,thousands
2002,Water_Source,South Africa,Borehole on site,2.7,%
2002,Water_Source,South Africa,Borehole outside yard,315,thousands
2002,Water_Source,South Africa,Borehole outside yard,2.8,%
2002,Water_Source,South Africa,Flowing water/stream/river,660,thousands
2002,Water_Source,South Africa,Flowing water/stream/river,5.9,%
2002,Water_Source,South Africa,Municipal Water-carrier/tanker,71,thousands
2002,Water_Source,South Africa,Municipal Water-carrier/tanker,0.6,%
2002,Water_Source,South Africa,Neighbours tap,63,thousands
2002,Water_Source,South Africa,Neighbours tap,0.6,%
2002,Water_Source,South Africa,Other,28,thousands
2002,Water_Source,South Africa,Other,0.3,%
2002,Water_Source,South Africa,Piped (tap) water in dwelling,4521,thousands
2002,Water_Source,South Africa,Piped (tap) water in dwelling,40.4,%
2002,Water_Source,South Africa,Piped (tap) water on site or in yard,3097,thousands
2002,Water_Source,South Africa,Piped (tap) water on site or in yard,27.7,%
2002,Water_Source,South Africa,Public or communal tap,1522,thousands
2002,Water_Source,South Africa,Public or communal tap,13.6,%
2002,Water_Source,South Africa,Rain-water tank on site,143,thousands
2002,Water_Source,South Africa,Rain-water tank on site,1.3,%
2002,Water_Source,South Africa,Spring,224,thousands
2002,Water_Source,South Africa,Spring,2.0,%
2002,Water_Source,South Africa,Stagnant water/dam/pool,83,thousands
2002,Water_Source,South Africa,Stagnant water/dam/pool,0.7,%
2002,Water_Source,South Africa,Water vendor,0,thousands
2002,Water_Source,South Africa,Water vendor,0.0,%
2002,Water_Source,South Africa,Well,159,thousands
2002,Water_Source,South Africa,Well,1.4,%
